# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "8" "-p" "-a" "../Indices/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0_genomic.gtf" "-o" "../Quantification/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0.txt" "CK21_FR.bam" "CK22-1_FR.bam" "CK22-2_FR.bam" "CK23_FR.bam" "T21_FR.bam" "T22_FR.bam" "T23_FR.bam" "T24_FR.bam" 
Geneid,CK21_FR.bam,CK22-1_FR.bam,CK22-2_FR.bam,CK23_FR.bam,T21_FR.bam,T22_FR.bam,T23_FR.bam,T24_FR.bam
LOC127146105,0,0,0,0,0,0,0,0
LOC127146109,6,0,0,1,0,2,7,0
LOC127146107,3,2,2,0,1,2,27,4
LOC127146108,0,0,0,0,0,0,0,0
LOC127146110,8,2,0,1,2,6,7,3
TRNAS-GGA_14,0,0,0,0,0,0,0,0
TRNAG-GCC_14,0,0,0,0,0,0,0,0
TRNAS-GCU_27,0,0,0,0,0,0,0,0
LOC127146117,88,44,132,50,75,85,361,182
LOC127146114,0,0,0,0,0,0,0,0
LOC127146118,15,51,43,11,98,40,537,73
LOC127146124,70,28,84,97,104,49,365,156
LOC127146121,0,0,0,0,0,0,0,0
LOC127146120,55,71,62,55,242,149,994,212
LOC127146115,153,31,135,24,54,65,291,230
LOC127146122,0,0,0,0,0,0,3,0
LOC127146116,51,27,82,19,41,95,215,312
LOC127146123,0,0,0,0,0,0,1,0
LOC127146119,20,41,19,13,38,99,755,66
LOC127146130,15,7,15,12,28,22,110,34
LOC127146125,0,0,0,0,0,0,0,0
LOC127146135,8,4,16,7,7,33,29,18
LOC127146131,15,14,12,13,21,30,164,36
LOC127146132,0,0,0,0,0,0,0,0
LOC127146126,8,11,12,14,1,19,21,6
LOC127146129,7,1,3,4,7,12,83,19
LOC127146133,0,0,0,0,0,0,1,0
LOC127146127,9,10,22,12,6,61,25,9
LOC127146128,5,1,3,3,6,10,66,13
LOC127146134,0,0,0,0,0,0,0,0
TRNAR-ACG_20,0,0,0,0,0,0,0,0
TRNAN-GUU_27,0,0,0,0,0,0,0,0
TRNAN-GUU_28,0,0,0,0,0,0,0,0
TRNAR-ACG_21,0,0,0,0,0,0,0,0
TRNAL-CAA_24,0,0,0,0,0,0,0,0
TRNAM-CAU_22,0,0,0,0,0,0,0,0
LOC127146143,0,0,0,0,0,0,0,0
LOC127146154,116,200,167,270,290,187,1969,411
LOC127146148,96,94,46,45,103,133,819,102
LOC127146142,0,0,0,2,0,0,0,0
LOC127146151,49,61,45,48,71,84,476,107
LOC127146144,50,66,16,14,27,64,537,64
LOC127146152,0,0,1,0,0,1,0,0
LOC127146153,13,77,62,126,77,79,362,121
LOC127146145,12,70,27,28,81,148,702,45
LOC127146155,0,0,0,0,0,0,0,0
LOC127146149,36,43,24,120,66,61,444,81
LOC127146146,12,39,16,38,12,115,264,29
LOC127146156,0,0,1,0,0,0,2,0
LOC127146150,42,60,40,121,91,60,653,124
LOC127146147,38,29,23,28,22,49,264,57
LOC127146157,0,0,0,0,0,0,0,0
LOC127146166,29,17,74,6,33,36,259,31
LOC127146158,0,0,0,0,0,0,2,0
LOC127146160,60,38,82,45,51,85,548,110
LOC127146167,26,11,33,12,36,37,255,60
LOC127146164,0,0,0,0,0,0,0,0
LOC127146161,23,20,40,16,15,42,294,52
LOC127146159,14,4,161,9,10,107,118,46
LOC127146165,0,0,0,0,0,0,0,0
LOC127146162,14,16,11,14,20,20,261,29
LOC127146168,1,4,0,2,8,0,4,0
TRNAW-CCA_27,0,0,0,0,0,0,0,0
TRNAP-UGG_23,0,0,0,0,0,0,0,0
LOC127146179,3,4,3,0,7,14,46,6
LOC127146176,0,5,13,4,4,5,27,2
LOC127146171,0,0,0,0,0,0,0,0
LOC127146180,7,9,2,2,17,5,41,5
LOC127146174,7,1,18,1,1,6,52,12
LOC127146177,0,0,0,0,0,0,0,0
LOC127146172,3,6,13,0,17,10,35,6
LOC127146175,5,2,4,5,7,7,52,9
LOC127146178,0,0,0,0,0,0,0,0
LOC127146173,3,3,19,4,9,14,25,4
TRNAC-GCA_25,0,0,0,0,0,0,0,0
TRNAS-GCU_28,0,0,0,0,0,0,0,0
TRNAL-CAA_25,0,0,0,0,0,0,0,0
TRNAS-GCU_29,0,0,0,0,0,0,0,0
TRNAS-GCU_30,0,0,0,0,0,0,0,0
TRNAM-CAU_23,0,0,0,0,0,0,0,0
TRNAG-CCC_7,0,0,0,0,0,0,0,0
TRNAL-CAA_26,0,0,0,0,0,0,0,0
TRNAR-ACG_22,0,0,0,0,0,0,0,0
TRNAN-GUU_29,0,0,0,0,0,0,0,0
TRNAF-GAA_28,0,0,0,0,0,0,0,0
TRNAT-UGU_17,0,0,0,0,0,0,0,0
TRNAS-GGA_15,0,0,0,0,0,0,0,0
TRNAG-GCC_15,0,0,0,0,0,0,0,0
LOC127146196,37,24,42,16,69,94,666,114
LOC127146195,0,0,0,0,0,0,0,0
LOC127146201,8,5,13,10,22,24,146,30
LOC127146197,49,25,19,26,68,77,604,100
LOC127146206,0,0,0,0,0,0,0,0
LOC127146202,10,20,17,21,19,26,118,20
LOC127146198,58,61,26,11,40,135,586,158
LOC127146208,0,0,0,0,0,0,0,0
LOC127146203,4,18,14,10,27,28,67,14
LOC127146199,17,42,27,10,44,130,456,67
LOC127146210,0,0,0,0,0,0,0,0
LOC127146204,5,11,10,9,14,24,83,17
LOC127146200,37,55,10,13,42,53,691,242
LOC127146209,0,0,0,0,0,0,0,0
LOC127146219,53,20,31,27,109,82,295,137
LOC127146211,0,0,0,0,0,0,2,0
LOC127146214,30,37,51,25,40,41,984,95
LOC127146220,60,14,24,24,27,52,131,35
LOC127146217,0,0,0,0,0,0,2,0
LOC127146213,19,33,37,18,29,24,504,159
LOC127146212,33,22,24,9,24,13,106,15
LOC127146218,0,0,0,0,0,0,0,0
TRNAS-GCU_31,0,0,0,0,0,0,0,0
TRNAC-GCA_26,0,0,0,0,0,0,0,0
TRNAD-GUC_33,0,0,0,0,0,0,0,0
TRNAY-GUA_26,0,0,0,0,0,0,0,0
TRNAT-GGU_14,0,0,0,0,0,0,0,0
LOC127146226,0,0,0,1,0,0,2,0
LOC127146228,31,14,32,14,24,32,389,71
LOC127146233,12,37,22,13,20,48,220,154
LOC127146230,0,0,0,0,0,0,0,0
LOC127146227,21,16,21,8,25,25,351,68
LOC127146232,12,8,15,8,15,44,144,68
LOC127146231,0,0,0,1,0,0,0,0
LOC127146245,38,39,18,41,51,118,514,204
LOC127146234,0,0,0,0,0,1,0,0
LOC127146238,21,29,45,16,38,49,489,48
LOC127146235,40,22,27,38,121,111,460,216
LOC127146242,0,0,0,0,0,0,1,0
LOC127146241,28,23,26,11,54,81,421,56
LOC127146236,9,12,15,26,56,38,463,174
LOC127146243,0,0,0,0,0,0,1,0
LOC127146239,43,41,42,24,40,46,445,43
LOC127146237,12,18,9,7,32,97,789,86
LOC127146244,0,0,0,0,0,1,1,0
LOC127146240,29,60,17,7,13,22,150,25
TRNAS-GCU_32,0,0,0,0,0,0,0,0
TRNAS-GCU_33,0,0,0,0,0,0,0,0
TRNAW-CCA_28,0,0,0,0,0,0,0,0
TRNAP-UGG_24,0,0,0,0,0,0,0,0
LOC127146250,0,0,0,0,0,0,2,0
LOC127146251,12,17,20,8,52,24,137,83
LOC127146256,23,19,15,8,39,49,218,40
LOC127146254,0,0,0,0,0,0,2,0
LOC127146252,25,11,9,1,15,29,144,14
LOC127146257,43,16,18,4,19,45,189,34
LOC127146255,0,0,0,0,0,0,0,0
LOC127146259,216,193,151,126,268,536,586,477
LOC127146258,0,0,0,0,0,0,0,0
TRNAP-UGG_25,0,0,0,0,0,0,0,0
TRNAW-CCA_29,0,0,0,0,0,0,0,0
TRNAF-GAA_29,0,0,0,0,0,0,0,0
TRNAS-GCU_34,0,0,0,0,0,0,0,0
TRNAM-CAU_24,0,0,0,0,0,0,0,0
TRNAL-CAA_27,0,0,0,0,0,0,0,0
TRNAM-CAU_25,0,0,0,0,0,0,0,0
TRNAL-CAA_28,0,0,0,0,0,0,0,0
TRNAN-GUU_30,0,0,0,0,0,0,0,0
TRNAN-GUU_31,0,0,0,0,0,0,0,0
TRNAR-ACG_23,0,0,0,0,0,0,0,0
TRNAN-GUU_32,0,0,0,0,0,0,0,0
TRNAR-ACG_24,0,0,0,0,0,0,0,0
TRNAF-GAA_30,0,0,0,0,0,0,0,0
TRNAT-UGU_18,0,0,0,0,0,0,0,0
TRNAS-GGA_16,0,0,0,0,0,0,0,0
TRNAG-GCC_16,0,0,0,0,0,0,0,0
TRNAT-GGU_15,0,0,0,0,0,0,0,0
LOC127146278,0,0,0,0,0,0,0,0
LOC127146289,8,9,5,4,6,4,70,7
LOC127146282,19,19,9,8,30,21,81,27
LOC127146285,0,0,0,0,0,0,1,0
LOC127146281,23,13,14,12,27,20,52,12
LOC127146283,8,14,19,13,15,23,81,27
LOC127146287,0,0,0,0,0,0,0,0
LOC127146280,30,11,11,20,16,24,73,34
LOC127146284,61,43,55,37,97,60,393,117
LOC127146288,0,0,0,0,0,0,0,0
LOC127146279,4,13,15,5,5,7,50,13
LOC127146290,0,0,0,0,0,0,0,1
LOC127146300,4,4,3,5,7,7,25,13
LOC127146295,32,20,32,29,75,43,230,65
LOC127146297,0,0,0,0,0,0,0,0
LOC127146291,6,2,4,8,8,6,36,11
LOC127146296,35,36,40,22,45,52,202,76
LOC127146298,0,0,0,0,0,0,0,0
LOC127146293,7,5,8,4,13,9,43,28
LOC127146294,31,21,27,26,59,55,223,56
LOC127146299,0,0,0,0,0,0,0,0
LOC127146292,8,7,6,9,14,14,53,24
TRNAC-GCA_27,0,0,0,0,0,0,0,0
TRNAD-GUC_34,0,0,0,0,0,0,0,0
TRNAY-GUA_27,0,0,0,0,0,0,0,0
TRNAT-GGU_16,0,0,0,0,0,0,0,0
TRNAG-GCC_17,0,0,0,0,0,0,0,0
TRNAS-GGA_17,0,0,0,0,0,0,0,0
TRNAT-UGU_19,0,0,0,0,0,0,0,0
TRNAF-GAA_31,0,0,0,0,0,0,0,0
TRNAS-GGA_18,0,0,0,0,0,0,0,0
TRNAT-UGU_20,0,0,0,0,0,0,0,0
TRNAF-GAA_32,0,0,0,0,0,0,0,0
LOC127146312,0,0,0,0,0,0,0,0
LOC127146315,20,12,23,6,26,34,126,47
LOC127146316,15,28,18,16,12,18,138,31
LOC127146321,0,0,0,0,0,0,0,0
LOC127146324,9,3,1,2,9,11,39,25
LOC127146317,15,22,15,11,25,30,116,23
LOC127146322,0,0,0,0,0,0,0,0
LOC127146313,13,10,8,4,37,13,47,21
LOC127146318,25,32,25,21,29,26,169,94
LOC127146323,1,0,0,0,0,1,0,0
LOC127146314,5,11,9,6,25,20,88,24
LOC127146329,41,55,35,25,16,41,305,149
LOC127146325,0,0,0,0,0,1,0,0
LOC127146327,17,26,34,15,69,64,230,39
LOC127146330,29,65,16,3,10,11,237,31
LOC127146328,0,0,0,0,0,0,2,0
LOC127146326,4,9,13,9,20,40,172,20
LOC127146338,28,16,35,27,33,69,361,80
LOC127146331,0,0,0,0,0,0,0,0
LOC127146333,5,45,28,13,33,59,178,55
LOC127146339,24,25,60,20,56,64,100,33
LOC127146336,0,0,0,0,0,0,1,0
LOC127146334,7,50,51,13,41,62,229,51
LOC127146332,17,87,40,7,41,65,217,36
LOC127146337,0,0,0,0,0,0,0,0
TRNAG-GCC_18,0,0,0,0,0,0,0,0
TRNAT-GGU_17,0,0,0,0,0,0,0,0
TRNAY-GUA_28,0,0,0,0,0,0,0,0
TRNAD-GUC_35,0,0,0,0,0,0,0,0
TRNAC-GCA_28,0,0,0,0,0,0,0,0
TRNAW-CCA_30,0,0,0,0,0,0,0,0
TRNAP-UGG_26,0,0,0,0,0,0,0,0
TRNAT-UGU_21,0,0,0,0,0,0,0,0
TRNAS-GGA_19,0,0,0,0,0,0,0,0
LOC127146348,0,0,0,0,0,0,1,0
LOC127146351,47,25,36,20,51,87,694,97
LOC127146358,19,36,38,16,20,140,386,17
LOC127146355,0,0,0,0,0,0,0,0
LOC127146352,41,47,39,24,71,96,759,92
LOC127146349,40,54,33,49,72,81,453,62
LOC127146356,0,0,0,0,0,0,1,0
LOC127146353,30,36,38,19,52,63,731,28
LOC127146350,19,31,32,15,31,166,354,33
LOC127146357,0,0,0,0,0,0,0,0
TRNAP-UGG_27,0,0,0,0,0,0,0,0
TRNAN-GUU_33,0,0,0,0,0,0,0,0
TRNAR-ACG_25,0,0,0,0,0,0,0,0
TRNAF-GAA_33,0,0,0,0,0,0,0,0
TRNAT-UGU_22,0,0,0,0,0,0,0,0
TRNAS-GGA_20,0,0,0,0,0,0,0,0
TRNAG-GCC_19,0,0,0,0,0,0,0,0
TRNAT-GGU_18,0,0,0,0,0,0,0,0
TRNAY-GUA_29,0,0,0,0,0,0,0,0
TRNAD-GUC_36,0,0,0,0,0,0,0,0
TRNAC-GCA_29,0,0,0,0,0,0,0,0
TRNAS-GCU_35,0,0,0,0,0,0,0,0
TRNAM-CAU_26,0,0,0,0,0,0,0,0
LOC127146372,4,40,29,8,14,24,111,23
TRNAC-GCA_30,0,0,0,0,0,0,0,0
TRNAD-GUC_37,0,0,0,0,0,0,0,0
TRNAY-GUA_30,0,0,0,0,0,0,0,0
TRNAT-GGU_19,0,0,0,0,0,0,0,0
LOC127146379,7,11,8,7,10,11,72,8
LOC127146377,0,0,0,0,0,0,0,0
LOC127146384,2,2,3,4,4,8,78,1
LOC127146381,50,64,53,31,90,86,329,73
LOC127146382,0,0,0,0,0,0,0,0
LOC127146385,1,1,3,5,7,9,65,6
LOC127146380,12,11,9,5,8,14,72,20
LOC127146383,0,0,0,0,0,0,0,0
LOC127146378,1,3,4,7,3,9,67,3
TRNAS-GCU_36,0,0,0,0,0,0,0,0
TRNAM-CAU_27,0,0,0,0,0,0,0,0
TRNAL-CAA_29,0,0,0,0,0,0,0,0
LOC127146393,23,16,19,22,44,22,203,35
LOC127146389,0,0,0,0,0,0,1,0
LOC127146396,7,3,8,3,4,7,22,7
LOC127146391,11,13,9,4,6,8,45,22
LOC127146394,0,0,0,0,0,0,2,0
LOC127146397,1,4,5,3,3,0,22,5
LOC127146392,4,9,7,4,9,16,52,14
LOC127146395,0,0,0,0,0,0,1,0
LOC127146390,4,3,1,4,10,10,17,6
LOC127146399,5,2,5,1,13,7,14,8
LOC127146398,0,0,0,0,0,0,0,0
LOC127146402,2,8,4,0,0,4,11,0
LOC127146400,1,0,1,5,4,5,10,14
LOC127146401,0,0,0,0,0,0,0,0
LOC127146403,4,1,2,0,5,8,12,2
LOC127146404,0,0,0,0,0,0,0,0
LOC127146405,12,9,19,18,22,14,180,42
LOC127146409,51,25,188,119,14,32,186,58
LOC127146407,0,0,0,0,0,0,0,0
LOC127146406,10,13,24,8,16,20,76,14
LOC127146410,25,82,102,13,27,15,156,15
LOC127146408,0,0,0,0,0,0,0,0
LOC127146412,8,6,0,6,2,3,37,2
LOC127146411,6,5,0,0,0,6,2,1
LOC127146414,8,6,10,3,25,6,34,8
LOC127146413,0,0,0,0,0,0,0,0
LOC127146419,2,2,1,0,0,8,14,0
LOC127146415,6,8,2,12,9,5,36,13
LOC127146417,0,0,0,0,0,1,0,0
LOC127146420,12,0,1,0,2,2,32,5
LOC127146416,35,22,38,18,39,45,156,51
LOC127146418,0,1,0,0,0,0,2,0
TRNAG-GCC_20,0,0,0,0,0,0,0,0
TRNAT-GGU_20,0,0,0,0,0,0,0,0
TRNAS-GGA_21,0,0,0,0,0,0,0,0
TRNAT-UGU_23,0,0,0,0,0,0,0,0
TRNAF-GAA_34,0,0,0,0,0,0,0,0
TRNAW-CCA_31,0,0,0,0,0,0,0,0
TRNAP-UGG_28,0,0,0,0,0,0,0,0
TRNAT-GGU_21,0,0,0,0,0,0,0,0
TRNAG-GCC_21,0,0,0,0,0,0,0,0
LOC127146434,2,6,10,6,12,10,58,21
LOC127146430,0,0,0,0,0,0,2,0
LOC127146442,6,8,17,6,9,21,39,22
LOC127146437,10,3,11,7,23,8,66,26
LOC127146439,0,0,0,0,0,1,1,0
LOC127146431,6,4,3,3,15,11,23,12
LOC127146435,5,7,9,2,6,12,83,20
LOC127146440,0,0,0,0,0,0,1,0
LOC127146432,2,4,4,2,9,17,50,15
LOC127146436,17,24,26,6,25,25,171,29
LOC127146441,0,0,0,0,0,0,1,0
LOC127146433,6,0,10,0,8,15,31,5
LOC127146444,2,8,3,9,5,8,36,6
LOC127146443,0,0,0,0,0,0,1,0
LOC127146447,2,2,3,3,11,3,35,4
LOC127146445,4,2,5,4,5,2,27,2
LOC127146446,0,0,0,0,0,0,1,0
LOC127146448,6,0,3,1,19,2,17,1
LOC127146449,0,0,0,0,0,0,1,0
LOC127146457,3,3,11,5,7,13,17,18
LOC127146452,84,30,26,32,63,90,376,45
LOC127146455,0,0,0,0,0,0,1,0
LOC127146458,1,5,4,2,11,12,32,21
LOC127146451,29,20,28,20,32,28,202,37
LOC127146456,0,0,0,0,0,0,0,0
LOC127146450,0,6,2,5,11,6,29,21
LOC127146465,24,10,15,7,15,26,101,93
LOC127146459,0,0,0,0,0,0,0,0
LOC127146463,7,1,5,3,3,4,19,0
LOC127146460,30,28,29,20,57,42,266,207
LOC127146462,0,0,0,0,0,0,0,0
LOC127146464,9,1,2,4,3,12,19,6
TRNAS-GGA_22,0,0,0,0,0,0,0,0
TRNAT-UGU_24,0,0,0,0,0,0,0,0
TRNAY-GUA_31,0,0,0,0,0,0,0,0
TRNAT-GGU_22,0,0,0,0,0,0,0,0
TRNAG-GCC_22,0,0,0,0,0,0,0,0
TRNAS-GGA_23,0,0,0,0,0,0,0,0
TRNAT-UGU_25,0,0,0,0,0,0,0,0
TRNAF-GAA_35,0,0,0,0,0,0,0,0
TRNAW-CCA_32,0,0,0,0,0,0,0,0
TRNAP-UGG_29,0,0,0,0,0,0,0,0
TRNAR-ACG_26,0,0,0,0,0,0,0,0
TRNAN-GUU_34,0,0,0,0,0,0,0,0
TRNAC-GCA_31,0,0,0,0,0,0,0,0
TRNAD-GUC_38,0,0,0,0,0,0,0,0
TRNAY-GUA_32,0,0,0,0,0,0,0,0
TRNAT-GGU_23,0,0,0,0,0,0,0,0
TRNAG-GCC_23,0,0,0,0,0,0,0,0
TRNAL-CAA_30,0,0,0,0,0,0,0,0
TRNAM-CAU_28,0,0,0,0,0,0,0,0
TRNAM-CAU_29,0,0,0,0,0,0,0,0
TRNAP-UGG_30,0,0,0,0,0,0,0,0
TRNAW-CCA_33,0,0,0,0,0,0,0,0
TRNAR-ACG_27,0,0,0,0,0,0,0,0
TRNAN-GUU_35,0,0,0,0,0,0,0,0
LOC127146490,0,0,0,0,0,0,1,0
LOC127146497,4,9,8,11,6,17,42,8
LOC127146492,9,2,10,2,10,5,55,11
LOC127146494,0,0,0,0,0,0,1,0
LOC127146496,46,33,33,20,48,45,159,60
LOC127146493,7,2,4,3,8,7,35,4
LOC127146495,0,0,0,0,0,0,0,0
LOC127146491,12,8,14,11,19,19,57,20
TRNAR-ACG_28,0,0,0,0,0,0,0,0
TRNAN-GUU_36,0,0,0,0,0,0,0,0
TRNAL-CAA_31,0,0,0,0,0,0,0,0
TRNAS-GCU_37,0,0,0,0,0,0,0,0
LOC127146512,48,47,42,47,50,28,351,76
LOC127146502,0,0,0,0,0,0,0,0
LOC127146506,16,10,24,6,12,23,291,21
LOC127146503,81,67,25,45,44,38,327,72
LOC127146509,0,0,0,0,0,0,0,0
LOC127146507,13,11,9,5,8,26,299,22
LOC127146504,38,45,55,33,62,26,351,81
LOC127146510,0,0,0,0,0,0,1,0
LOC127146508,11,17,6,9,20,15,88,20
LOC127146505,57,83,41,27,32,28,580,31
LOC127146511,0,0,1,0,0,0,2,0
TRNAC-GCA_32,0,0,0,0,0,0,0,0
TRNAD-GUC_39,0,0,0,0,0,0,0,0
TRNAY-GUA_33,0,0,0,0,0,0,0,0
TRNAT-GGU_24,0,0,0,0,0,0,0,0
TRNAG-GCC_24,0,0,0,0,0,0,0,0
TRNAC-GCA_33,0,0,0,0,0,0,0,0
TRNAD-GUC_40,0,0,0,0,0,0,0,0
TRNAY-GUA_34,0,0,0,0,0,0,0,0
TRNAT-GGU_25,0,0,0,0,0,0,0,0
TRNAN-GUU_37,0,0,0,0,0,0,0,0
TRNAR-ACG_29,0,0,0,0,0,0,0,0
LOC127146534,8,11,16,5,16,13,72,19
LOC127146524,0,0,0,0,0,0,0,0
LOC127146525,6,6,19,7,4,7,29,11
LOC127146533,12,15,21,10,24,23,85,24
LOC127146535,0,0,0,0,0,0,0,0
LOC127146526,12,9,9,10,9,9,25,7
LOC127146532,36,9,45,13,32,68,197,37
LOC127146536,0,0,0,0,0,0,0,0
LOC127146527,30,16,20,3,3,4,32,7
LOC127146530,7,3,12,2,13,13,68,18
LOC127146537,0,0,0,0,0,0,0,0
LOC127146528,5,26,24,43,7,14,48,10
LOC127146531,11,4,15,5,6,9,62,14
LOC127146539,0,0,0,0,0,0,0,0
LOC127146529,13,6,18,44,3,16,72,6
TRNAR-ACG_30,0,0,0,0,0,0,0,0
TRNAM-CAU_30,0,0,0,0,0,0,0,0
TRNAL-CAA_32,0,0,0,0,0,0,0,0
TRNAS-GCU_38,0,0,0,0,0,0,0,0
TRNAS-GCU_39,0,0,0,0,0,0,0,0
TRNAN-GUU_38,0,0,0,0,0,0,0,0
TRNAR-ACG_31,0,0,0,0,0,0,0,0
TRNAW-CCA_34,0,0,0,0,0,0,0,0
TRNAP-UGG_31,0,0,0,0,0,0,0,0
TRNAF-GAA_36,0,0,0,0,0,0,0,0
TRNAT-UGU_26,0,0,0,0,0,0,0,0
TRNAS-GGA_24,0,0,0,0,0,0,0,0
TRNAG-GCC_25,0,0,0,0,0,0,0,0
TRNAT-GGU_26,0,0,0,0,0,0,0,0
TRNAY-GUA_35,0,0,0,0,0,0,0,0
TRNAD-GUC_41,0,0,0,0,0,0,0,0
TRNAC-GCA_34,0,0,0,0,0,0,0,0
TRNAP-UGG_32,0,0,0,0,0,0,0,0
TRNAW-CCA_35,0,0,0,0,0,0,0,0
TRNAF-GAA_37,0,0,0,0,0,0,0,0
TRNAT-UGU_27,0,0,0,0,0,0,0,0
TRNAS-GGA_25,0,0,0,0,0,0,0,0
TRNAS-GCU_40,0,0,0,0,0,0,0,0
TRNAM-CAU_31,0,0,0,0,0,0,0,0
TRNAF-GAA_38,0,0,0,0,0,0,0,0
TRNAT-UGU_28,0,0,0,0,0,0,0,0
TRNAS-GGA_26,0,0,0,0,0,0,0,0
TRNAS-GCU_41,0,0,0,0,0,0,0,0
TRNAF-GAA_39,0,0,0,0,0,0,0,0
TRNAN-GUU_39,0,0,0,0,0,0,0,0
TRNAR-ACG_32,0,0,0,0,0,0,0,0
TRNAP-UGG_33,0,0,0,0,0,0,0,0
TRNAW-CCA_36,0,0,0,0,0,0,0,0
TRNAF-GAA_40,0,0,0,0,0,0,0,0
TRNAT-UGU_29,0,0,0,0,0,0,0,0
TRNAS-GGA_27,0,0,0,0,0,0,0,0
TRNAG-GCC_26,0,0,0,0,0,0,0,0
TRNAS-GCU_42,0,0,0,0,0,0,0,0
TRNAM-CAU_32,0,0,0,0,0,0,0,0
LOC127146581,0,0,0,0,0,0,4,0
LOC127146584,51,36,35,36,68,56,659,82
LOC127146588,76,62,55,121,114,138,352,173
LOC127146585,0,0,0,0,0,0,2,0
LOC127146582,118,97,69,45,148,102,1090,159
LOC127146587,22,11,11,13,49,139,163,66
LOC127146586,0,0,0,0,0,0,9,0
LOC127146583,76,115,52,53,97,93,2252,147
TRNAG-GCC_27,0,0,0,0,0,0,0,0
TRNAG-GCC_28,0,0,0,0,0,0,0,0
LOC127146592,8,2,5,3,6,8,36,5
LOC127146591,0,0,0,0,0,0,0,0
LOC127146595,7,1,4,4,7,12,19,9
LOC127146593,4,0,3,3,8,11,25,18
LOC127146594,0,0,0,0,0,0,0,0
LOC127146596,7,8,4,6,4,12,28,11
TRNAM-CAU_33,0,0,0,0,0,0,0,0
TRNAL-CAA_33,0,0,0,0,0,0,0,0
TRNAR-ACG_33,0,0,0,0,0,0,0,0
TRNAN-GUU_40,0,0,0,0,0,0,0,0
TRNAW-CCA_37,0,0,0,0,0,0,0,0
TRNAP-UGG_34,0,0,0,0,0,0,0,0
TRNAM-CAU_34,0,0,0,0,0,0,0,0
TRNAL-CAA_34,0,0,0,0,0,0,0,0
TRNAR-ACG_34,0,0,0,0,0,0,0,0
TRNAN-GUU_41,0,0,0,0,0,0,0,0
TRNAW-CCA_38,0,0,0,0,0,0,0,0
TRNAP-UGG_35,0,0,0,0,0,0,0,0
LOC127146612,0,0,0,0,0,0,0,0
LOC127146613,0,0,0,0,0,0,0,0
TRNAG-GCC_29,0,0,0,0,0,0,0,0
LOC127146615,4,2,2,0,2,0,4,2
TRNAY-GUA_36,0,0,0,0,0,0,0,0
TRNAG-GCC_30,0,0,0,0,0,0,0,0
TRNAT-GGU_27,0,0,0,0,0,0,0,0
TRNAY-GUA_37,0,0,0,0,0,0,0,0
TRNAD-GUC_42,0,0,0,0,0,0,0,0
TRNAC-GCA_35,0,0,0,0,0,0,0,0
TRNAP-UGG_36,0,0,0,0,0,0,0,0
TRNAW-CCA_39,0,0,0,0,0,0,0,0
TRNAT-UGU_30,0,0,0,0,0,0,0,0
LOC127146626,8,8,8,4,9,21,58,12
LOC127146625,0,0,0,0,0,0,0,0
LOC127146631,44,26,6,4,49,127,216,21
LOC127146627,15,18,29,10,34,30,132,33
LOC127146629,0,0,0,0,0,0,0,2
LOC127146632,132,44,4,16,64,191,285,61
LOC127146628,42,30,42,21,58,60,185,71
LOC127146630,0,0,0,0,1,0,0,0
TRNAC-GCA_36,0,0,0,0,0,0,0,0
TRNAD-GUC_43,0,0,0,0,0,0,0,0
TRNAY-GUA_38,0,0,0,0,0,0,0,0
TRNAT-GGU_28,0,0,0,0,0,0,0,0
TRNAG-GCC_31,0,0,0,0,0,0,0,0
TRNAS-GGA_28,0,0,0,0,0,0,0,0
TRNAT-UGU_31,0,0,0,0,0,0,0,0
TRNAF-GAA_41,0,0,0,0,0,0,0,0
TRNAT-UGU_32,0,0,0,0,0,0,0,0
TRNAS-GGA_29,0,0,0,0,0,0,0,0
TRNAG-GCC_32,0,0,0,0,0,0,0,0
TRNAT-GGU_29,0,0,0,0,0,0,0,0
TRNAY-GUA_39,0,0,0,0,0,0,0,0
TRNAD-GUC_44,0,0,0,0,0,0,0,0
TRNAC-GCA_37,0,0,0,0,0,0,0,0
LOC127146649,0,0,4,0,2,1,12,6
LOC127146648,0,0,0,0,0,0,0,0
LOC127146653,9,4,24,4,11,24,37,15
LOC127146650,2,2,5,2,4,3,21,4
LOC127146651,0,0,0,0,0,0,0,0
LOC127146652,12,5,2,4,4,6,12,7
TRNAS-GGA_30,0,0,0,0,0,0,0,0
TRNAT-UGU_33,0,0,0,0,0,0,0,0
TRNAF-GAA_42,0,0,0,0,0,0,0,0
TRNAC-GCA_38,0,0,0,0,0,0,0,0
TRNAD-GUC_45,0,0,0,0,0,0,0,0
TRNAY-GUA_40,0,0,0,0,0,0,0,0
TRNAT-GGU_30,0,0,0,0,0,0,0,0
TRNAG-GCC_33,0,0,0,0,0,0,0,0
TRNAS-GGA_31,0,0,0,0,0,0,0,0
TRNAT-UGU_34,0,0,0,0,0,0,0,0
TRNAF-GAA_43,0,0,0,0,0,0,0,0
TRNAW-CCA_40,0,0,0,0,0,0,0,0
TRNAP-UGG_37,0,1,0,0,0,0,0,0
TRNAM-CAU_35,0,0,0,0,0,0,0,0
LOC127146674,22,13,17,37,59,131,273,74
LOC127146668,0,0,0,0,0,0,1,0
