# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "8" "-p" "-a" "../Indices/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0_genomic.gtf" "-o" "../Quantification/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0.txt" "CK21_FR.bam" "CK22-1_FR.bam" "CK22-2_FR.bam" "CK23_FR.bam" "T21_FR.bam" "T22_FR.bam" "T23_FR.bam" "T24_FR.bam" 
Geneid,CK21_FR.bam,CK22-1_FR.bam,CK22-2_FR.bam,CK23_FR.bam,T21_FR.bam,T22_FR.bam,T23_FR.bam,T24_FR.bam
LOC103495653,0,0,0,0,0,0,0,0
LOC103495655,110,138,140,54,64,40,24,58
LOC127149502,110,269,289,218,315,440,205,168
LOC103504352,345,237,355,274,406,452,308,331
LOC103495656,0,4,0,0,0,2,0,4
LOC103495657,100,58,71,149,298,361,214,482
LOC127149506,0,0,0,0,0,0,0,0
LOC103495658,0,0,0,0,0,0,0,0
LOC127149513,0,0,0,0,0,0,0,0
LOC103495659,725,1483,1640,867,739,786,610,1803
LOC103495660,246,419,436,324,598,780,308,1157
LOC127149521,0,0,0,0,0,0,0,0
LOC103495661,16376,27052,32039,4724,9203,11412,16518,18668
LOC103495662,2437,2229,2619,2377,2329,1798,530,1370
LOC103495664,815,1116,1176,647,621,822,1368,1487
LOC103495665,429,587,626,402,389,370,319,279
LOC103495666,3956,1352,1461,2638,2257,2265,1508,2321
LOC103495667,2307,1325,1643,1691,1456,1871,1787,3041
LOC103503146,20,28,62,17,24,43,8,37
LOC103500563,0,0,0,0,0,0,0,0
LOC127149545,0,0,0,0,0,0,0,0
LOC127143814,0,0,0,0,0,0,0,0
LOC127149553,246,203,314,234,250,218,155,191
LOC127149560,0,0,0,0,0,0,0,0
LOC103500537,0,0,0,0,0,0,0,0
LOC103504322,0,0,0,0,0,0,0,0
LOC103500562,0,0,4,0,2,0,2,0
LOC103500536,0,18,11,7,8,0,4,0
LOC103500535,431,486,578,651,554,492,223,477
LOC103500534,2,0,25,13,4,0,0,0
LOC103500533,1562,1167,1521,1038,2442,2583,1755,2486
LOC127149589,149,110,148,127,124,129,10,59
LOC103500531,856,816,925,983,934,721,426,782
LOC103500530,831,958,1168,889,671,796,597,1213
TRNAS-GCU,0,0,0,0,0,0,0,0
TRNAV-CAC,0,0,0,0,0,0,0,0
LOC103500529,237,265,287,287,191,131,52,98
LOC103500528,1316,1398,1557,1260,1066,1127,1992,2033
LOC103500526,1364,1102,1352,1528,1447,1171,214,766
LOC103500525,1616,1416,1620,1917,1496,1267,401,737
LOC103500522,163,144,188,128,205,235,207,267
LOC127144332,0,0,0,0,0,0,0,0
LOC103500523,337,339,319,480,508,532,1087,1405
LOC103500558,8,0,0,0,0,0,0,0
LOC103500520,1418,1448,2026,1532,1715,1392,501,1069
LOC103500518,1937,1456,1827,1675,1707,2053,1885,2866
LOC103500519,1158,1149,1438,1165,935,982,519,940
LOC103500516,112,123,113,138,98,80,25,36
LOC103500515,85,74,106,150,105,98,51,68
LOC103500514,1464,1203,1374,1735,1032,816,293,794
LOC103500513,124,244,205,225,196,115,97,84
LOC103500511,1097,1275,1532,1513,2512,2030,572,1704
LOC103500510,882,922,997,660,690,761,844,815
LOC103500509,100,111,174,200,224,99,70,195
LOC103500508,15290,15920,18905,11387,9973,12864,13613,32690
LOC103500506,5437,4318,5482,4695,3658,3005,2221,2920
LOC103500505,6326,6211,7094,5599,5236,5500,6845,7414
LOC103500557,5616,5268,6586,4754,6883,6497,6079,5764
LOC103500502,2121,2436,2867,2845,2667,2490,2566,2717
LOC103500503,50,50,90,139,118,102,38,98
LOC103500501,178,188,195,213,311,209,61,191
LOC103500555,1938,2178,2622,2136,2208,2119,1605,3156
LOC103500500,379,394,492,547,541,421,128,129
LOC103500499,845,641,880,657,660,796,524,663
LOC103500498,974,799,885,1184,1060,841,1130,1138
TRNAP-AGG_3,0,0,0,0,0,0,0,0
TRNAP-AGG_4,0,0,0,0,0,0,0,0
LOC127149729,4,1,0,4,0,0,0,0
LOC103500554,0,0,0,0,0,0,0,0
LOC127149732,0,0,0,0,0,0,0,0
LOC127149741,3,4,2,1,0,0,0,0
LOC127149743,50,48,16,38,1,1,1,22
LOC103500496,671,798,987,1048,1079,915,309,774
LOC103500494,1291,1349,1394,1610,1487,1463,477,820
LOC103500493,183,274,379,299,181,160,10,66
LOC103500492,1129,1335,1456,1377,1118,1072,798,1202
LOC103500491,1154,1033,1355,887,736,621,472,720
LOC103500489,353,518,654,824,394,515,614,628
LOC103500488,1129,1156,1387,1274,1184,1024,327,1088
LOC103500487,7354,7183,8795,8401,8852,8662,9372,8975
LOC103500485,1161,1259,1429,1374,985,806,162,277
LOC127149782,25,13,2,15,12,2,16,24
LOC103500484,17,29,24,6,8,0,0,0
LOC103500483,2908,2880,3496,2804,2442,2842,1679,2939
LOC103500481,922,859,999,641,794,907,264,717
LOC127144222,0,0,1,0,0,0,0,0
LOC103500480,0,0,0,0,0,0,0,0
LOC103500553,0,0,0,0,0,0,0,0
LOC103500478,6,10,0,14,14,0,17,8
LOC103500477,426,352,452,307,270,248,93,270
LOC103500476,4,0,0,0,0,0,0,0
LOC103500474,2,0,0,0,0,0,0,0
LOC127149795,4,8,6,18,12,19,0,16
LOC127149797,0,0,0,0,0,0,0,0
LOC127149801,0,2,2,3,6,1,4,0
LOC127149800,2,4,0,0,0,0,0,0
LOC103500551,0,0,0,0,0,0,0,0
LOC103500473,16,2,12,6,8,10,28,27
LOC103500549,6,0,4,0,0,0,0,0
LOC103500548,0,1,0,0,0,0,7,6
LOC127149803,0,0,0,0,0,0,0,0
LOC103500471,246,234,332,294,205,202,176,316
LOC103500468,3534,3657,4127,4090,4170,3597,1903,3229
LOC103500467,314,450,429,466,538,335,209,458
LOC103500466,3363,3425,3772,3988,2699,2773,1663,1849
LOC103500465,116,163,183,214,146,106,19,54
LOC127149823,4,2,0,0,0,0,0,0
LOC127148618,0,0,0,0,0,0,0,0
LOC103500464,1142,1288,1456,904,1068,1515,1143,5176
LOC127149826,0,0,0,0,0,0,0,0
LOC103500462,1003,971,970,1088,914,988,686,1323
LOC103500545,1002,844,1255,1055,1012,856,521,808
LOC103500461,683,756,856,508,592,544,203,591
LOC103500543,0,0,0,0,0,0,0,0
LOC127148721,143,117,163,169,185,76,67,110
LOC127149830,154,130,185,172,248,144,68,140
LOC103500542,0,0,0,0,0,0,0,0
LOC103500541,0,0,0,0,0,0,0,0
LOC103500540,0,0,0,0,0,0,0,0
LOC103500539,0,0,0,0,0,0,0,0
LOC103500458,213,251,350,324,218,195,178,319
LOC103500457,568,585,778,600,428,374,270,404
LOC103500455,1272,1254,1294,1253,1459,1411,961,1729
LOC103500454,7,14,2,13,10,1,1,0
LOC103500538,882,1295,1296,1100,1540,1880,1127,2069
LOC127144350,0,0,0,0,0,0,0,0
LOC127149831,0,0,5,0,2,0,0,0
LOC127149832,12,5,5,6,9,6,29,12
LOC103500097,244,267,359,336,119,79,36,45
LOC127149837,0,0,4,0,0,6,0,0
LOC127149836,2,0,0,0,2,0,0,0
LOC127149838,0,0,0,4,1,0,0,0
LOC103500096,778,818,933,737,584,506,732,926
LOC103500095,3585,3196,3875,3581,5378,6086,6872,10032
LOC103500094,62,68,84,89,49,45,2,16
LOC103500093,1747,1834,1995,1846,1857,1692,973,1853
LOC103500092,1947,2860,3252,3283,3212,2902,1023,1695
LOC103500091,41,68,52,39,30,19,30,65
LOC103500090,2540,2532,2929,2662,2301,2398,2481,3452
LOC127149842,2,2,0,0,8,10,0,5
LOC103500089,4272,4707,5365,5757,6101,5706,2477,5293
LOC103500088,97,101,135,118,162,177,99,259
LOC127149843,9,25,34,25,31,16,4,31
LOC127149844,0,0,0,0,0,0,0,0
LOC127149845,0,0,0,0,0,0,0,0
LOC107992282,0,0,0,0,0,0,0,0
LOC103500111,0,0,0,0,0,0,0,0
LOC127144356,19,8,17,19,103,50,140,38
LOC127144346,0,0,0,0,2,0,0,0
LOC127144311,211,45,82,78,69,73,532,374
LOC127144357,11,8,28,14,50,48,84,49
LOC127144358,0,1,1,0,2,0,0,1
LOC127144312,85,56,72,43,82,74,523,198
LOC103500087,307,307,331,367,413,489,443,571
LOC103500086,209,134,222,209,255,245,100,83
LOC103500085,2442,2432,2901,2862,2689,2438,876,1900
LOC127149849,4,6,5,9,10,18,0,7
LOC127150029,0,0,0,0,0,0,0,0
LOC103500084,5217,7117,8604,7844,7997,8034,5435,5250
LOC127149851,0,0,0,0,0,0,0,0
LOC103500083,1477,1341,1661,1391,1486,1724,1649,1882
LOC103500082,3802,5165,6221,5247,5487,5488,1913,3782
LOC103500081,7,9,22,20,4,12,14,20
LOC103500080,1281,1115,1342,973,881,830,455,671
LOC103500079,454,293,411,430,217,266,250,287
LOC127144338,75,92,122,71,53,43,67,113
LOC103500078,409,491,558,585,408,380,348,393
LOC103500077,1870,1525,1762,1446,1246,1336,1230,1449
LOC103500109,0,0,0,0,0,0,0,0
LOC103490561,0,0,0,0,0,0,0,0
LOC127149854,82,79,78,57,39,43,20,26
LOC127149856,0,0,0,0,0,0,0,0
LOC103503178,34,57,43,33,30,70,35,16
TRNAR-UCU_2,0,0,0,0,0,0,0,0
ADH1,15689,15602,18039,12789,6103,6986,3667,8648
TRNAL-AAG,0,0,0,0,0,0,0,0
LOC127149857,0,0,0,0,0,0,0,0
LOC103500072,3232,2559,2666,2232,3546,3748,2112,4122
LOC127149859,0,0,0,0,0,0,0,0
LOC103500071,91,72,96,134,177,141,54,264
LOC127149860,0,0,0,0,0,0,0,0
LOC103500104,0,0,0,0,0,0,0,0
LOC103500069,5390,8419,9083,8859,10353,12412,8708,17072
LOC103500068,80,165,119,118,84,57,42,98
LOC107991833,0,0,0,4,9,12,3,7
TRNAE-UUC,0,0,0,0,0,0,0,0
LOC103500067,2555,3181,3564,3707,3338,3092,715,1823
LOC103500065,776,648,828,815,849,819,626,940
LOC103500063,858,955,970,947,946,935,598,885
LOC103500062,5275,4890,5521,5321,6170,6085,2333,5346
LOC127150744,0,0,0,0,0,0,0,0
LOC103500061,187,216,281,290,171,134,56,114
LOC103500059,3158,2402,2853,3113,2000,1937,2277,2797
LOC103500057,214,199,288,375,323,173,103,131
LOC103500056,1423,1961,2127,1637,1813,1887,1141,1292
LOC103500055,175,293,289,256,165,146,56,118
LOC107991824,0,0,0,1,0,0,0,0
LOC107991823,0,0,0,0,0,0,0,0
LOC103500054,39,8,35,35,50,33,37,40
LOC107991820,0,0,0,0,0,0,0,0
LOC103500053,6937,9190,11021,10019,7847,8568,4610,7441
LOC103500052,3278,3727,4204,3738,3601,3614,1927,3662
LOC103500050,1243,1227,1589,1426,1210,1216,1675,1760
LOC103500049,127,148,133,184,116,162,16,93
LOC127150942,0,0,0,0,0,0,0,0
LOC103500047,229,338,373,376,568,516,128,399
LOC107991822,0,0,0,0,0,0,0,1
LOC103500046,528,688,753,632,702,791,859,986
LOC127150969,0,0,0,0,0,0,0,0
LOC103500045,1412,1228,1275,1593,1901,1844,1210,1953
LOC127148313,40,37,44,58,33,42,40,12
LOC103500100,21,21,33,23,20,8,0,16
LOC103500044,34,136,190,56,116,181,89,332
LOC103500043,3331,3203,3390,2739,2405,2093,2575,2513
LOC127150740,0,0,0,0,0,0,0,0
LOC103500041,816,926,1191,1063,1141,884,337,665
LOC103500040,177,170,165,173,204,280,150,252
LOC107991821,0,0,0,0,0,0,0,0
LOC127150736,2,2,6,0,1,6,24,0
LOC103500039,11381,8805,10633,8137,9469,11139,16754,18657
LOC127148317,0,0,0,0,0,0,0,0
LOC127150804,0,0,0,0,0,0,0,0
LOC127150751,0,2,0,1,0,1,0,0
LOC103500395,1051,1115,1352,1350,1360,1222,294,818
LOC127143875,11,16,16,21,11,33,10,24
LOC103500396,308,331,323,468,738,455,123,360
LOC103500399,6407,4246,5034,3293,2311,2192,998,2769
LOC127151379,0,0,0,0,0,0,0,0
LOC103500400,211,156,186,197,201,206,77,156
LOC103500402,7462,5542,6937,6234,5766,5174,2703,5588
LOC103500403,18068,20039,24099,19033,24284,28519,21500,29712
LOC127150619,5,2,4,2,11,2,0,0
LOC107990573,0,2,4,9,1,0,3,0
LOC127148319,0,0,0,0,0,0,0,0
LOC127148108,2,0,0,0,7,3,0,1
LOC103500405,2029,1933,2448,2015,2258,2414,931,1860
LOC103500406,2535,1131,1324,1148,1021,1089,1570,1413
LOC127149931,0,0,0,0,0,0,0,0
LOC127149934,0,0,0,0,0,0,0,0
LOC103500407,724,819,892,936,1067,953,693,1186
LOC103500408,460,444,494,608,610,494,340,674
LOC127144014,0,0,0,0,0,0,0,0
LOC103500445,0,0,0,0,0,0,0,0
LOC127144017,0,0,0,0,0,0,0,0
LOC103500409,22483,22721,27256,24925,22096,21452,17772,20162
LOC103500412,18,16,6,12,6,36,4,24
LOC103500413,37,19,6,30,27,32,8,4
LOC103500414,94,90,102,104,130,100,55,63
LOC127149951,0,0,0,0,0,0,0,0
LOC103500415,594,456,505,444,341,326,164,371
LOC103500418,585,490,589,514,412,351,329,539
LOC107991889,4,0,10,8,1,5,0,21
LOC127151493,0,0,1,0,0,2,0,0
LOC103500416,0,0,0,0,0,0,0,0
LOC103500419,252,321,340,467,367,261,185,191
LOC103500420,3792,3953,4308,3848,3636,4067,3386,4204
LOC107991886,2,12,17,8,10,16,4,10
LOC127144513,0,0,0,0,0,0,0,0
LOC107991885,0,0,0,4,0,0,0,2
LOC103500448,1042,2191,2570,1226,2692,3350,1490,3102
LOC127148118,0,0,0,0,0,0,0,0
LOC127148122,0,0,0,0,0,0,0,0
LOC127148334,0,0,0,0,0,0,0,0
LOC103500450,0,0,0,1,0,0,0,0
LOC103500422,879,1013,1316,1025,1174,1234,772,1176
LOC127148132,0,0,2,0,0,0,0,0
LOC127144310,0,0,0,0,0,0,0,0
LOC103500423,14,42,49,51,59,50,8,28
LOC127148181,0,0,0,0,0,0,0,0
LOC103500424,468,538,646,643,683,730,265,537
LOC103500425,155,150,173,262,232,139,57,131
LOC103500426,356,370,384,351,428,296,298,390
LOC103500427,1954,1829,2346,2590,2691,2680,613,1821
LOC103500428,578,554,627,565,682,539,168,278
LOC103500429,233,148,127,136,393,248,97,224
LOC127148354,61,21,23,27,33,32,3,33
LOC103500431,1129,1007,1167,1268,1020,830,383,486
LOC103500432,732,621,656,600,390,513,249,620
LOC127148418,0,0,0,0,0,0,0,0
LOC127148443,2,2,0,3,0,1,0,10
LOC127148448,0,0,0,0,0,0,0,0
LOC103500451,191,80,142,169,133,173,42,127
LOC127148356,0,0,0,0,0,0,0,0
LOC127148463,0,0,0,0,0,0,0,0
LOC103500434,864,932,1044,997,963,825,306,738
LOC103500436,265,364,384,443,510,540,406,326
LOC103500438,1853,1753,2043,1999,1513,1673,671,1672
LOC103500439,0,0,0,0,0,0,2,0
LOC103500453,0,0,0,0,0,0,0,0
LOC103500440,403,331,416,330,280,387,644,799
LOC127148503,0,0,0,0,0,0,0,0
LOC103500441,7,10,39,12,21,10,0,2
LOC103500443,0,0,0,0,0,0,0,0
LOC127143795,53,87,75,82,88,30,37,23
LOC103496118,0,0,0,0,0,0,0,0
LOC127148362,0,0,0,0,0,0,0,0
LOC127148095,795,803,1036,1130,964,1029,587,1070
LOC103501273,1052,1110,1441,1470,1894,1418,557,1059
LOC103501271,228,150,191,247,141,140,9,96
LOC103501270,77,24,47,66,23,57,18,47
LOC103501269,2085,1330,1821,2355,6424,6365,3983,7496
LOC127148184,2,5,0,4,9,6,0,4
LOC127149424,0,0,0,0,0,0,0,0
LOC103501268,1254,1182,1466,1134,1765,1951,1088,2709
LOC103501266,2135,2287,2623,2051,1759,1793,1343,2036
LOC103501262,85,85,117,154,137,85,47,133
LOC103501265,694,538,630,609,1110,971,741,1522
LOC127148365,0,0,0,0,0,0,0,0
LOC103501261,2387,2861,3262,3524,3028,2736,475,1713
LOC103501260,499,597,705,908,848,679,498,766
LOC103501258,644,507,748,858,1067,852,669,1548
LOC127150737,0,5,2,0,2,0,0,0
LOC103501256,1732,1580,2157,1978,3280,2618,1703,2196
LOC103501257,7298,5749,6846,6299,5616,7514,12384,13802
LOC103501255,111,63,120,165,201,160,45,70
LOC103501253,363,437,493,526,418,448,98,387
LOC103501252,748,722,879,941,858,683,134,598
LOC103501284,1,0,10,0,2,2,0,2
LOC103501251,8,2,1,2,1,0,0,0
LOC103501250,2424,2473,2991,1850,3244,3837,3361,7839
LOC103501249,4,8,2,0,8,8,2,8
LOC103501283,2395,2378,2832,2248,2456,2250,2391,3505
LOC107991956,1927,1767,2282,1624,1856,2229,2050,3015
LOC127148366,0,0,0,0,0,0,0,0
LOC127149869,0,0,0,0,0,0,0,0
LOC103501245,108,71,95,76,137,101,30,50
LOC127148367,0,0,0,0,0,0,0,0
LOC103501243,1506,1409,1491,1900,1658,1449,906,1481
LOC103501244,943,971,1006,988,1109,847,292,689
LOC103501240,1168,938,1152,1143,978,934,425,1086
LOC127149908,0,0,0,0,0,0,0,0
LOC127148137,0,0,0,0,0,0,0,0
LOC127148138,0,0,0,0,0,0,0,0
LOC103501238,85,57,83,108,54,86,19,14
LOC103501237,2324,2389,2584,2113,2658,2551,811,2070
LOC127149868,0,0,0,0,0,0,0,0
LOC103501236,1262,1058,1265,1185,1002,1015,1978,1118
LOC103501235,1679,1690,2195,1641,1673,1943,2540,2083
LOC103501234,127,161,158,194,100,130,60,79
LOC103501278,0,2,23,2,6,2,0,0
LOC103501233,918,962,1111,1123,1248,1020,405,734
LOC103501232,648,619,535,733,656,489,89,211
LOC103503167,0,0,0,0,0,0,0,0
LOC103501231,419,526,593,565,621,544,520,884
LOC103501230,362,376,394,571,444,450,236,368
LOC103501229,410,391,418,359,340,270,151,215
LOC103501277,0,0,0,0,0,0,0,0
LOC103501228,728,824,1072,1040,959,721,264,446
LOC127148374,3,0,0,0,0,0,0,0
LOC103501227,1215,1181,1163,1090,1462,1077,523,824
LOC103501226,1691,1592,1998,1850,1269,943,434,638
LOC103501225,908,1023,1032,1298,586,700,1458,773
LOC107991961,44,29,36,26,51,35,26,123
LOC127144034,0,0,0,0,1,0,0,0
LOC127144035,0,0,0,0,0,0,0,0
LOC103501276,0,0,0,0,0,0,0,0
LOC103501224,351,359,469,494,334,398,431,573
LOC103501222,141,194,184,164,209,103,46,220
LOC103501223,7392,5829,6886,7513,6629,5758,3760,8054
LOC103501221,896,973,1074,910,842,628,654,792
LOC103501220,394,305,423,439,547,607,298,892
LOC127148382,2,3,4,8,6,0,1,0
LOC103490102,3400,3363,3764,3297,3745,3200,2350,2647
LOC103490104,378,330,342,327,411,463,199,467
LOC127144355,0,0,0,0,0,0,0,0
LOC127144352,22,33,30,24,15,1,5,40
LOC127144333,51,63,59,45,39,12,3,25
LOC127144336,107,107,174,94,88,53,6,82
LOC127144349,128,153,157,136,117,81,34,106
LOC103490375,5,3,4,0,8,15,4,0
LOC103490106,5769,4963,6177,4175,3296,3637,4689,4595
LOC103490107,12,16,32,24,10,12,8,1
LOC103490109,924,2225,2414,1645,1209,1378,2507,1222
LOC103490111,1822,2075,2119,2244,2502,3126,2735,5537
LOC103490112,514,653,732,827,734,600,394,483
LOC127144044,8,0,0,0,0,0,0,0
LOC103490376,146,224,234,164,255,305,351,363
LOC103490113,330,280,389,310,314,300,169,527
LOC103490377,0,0,0,0,0,0,0,0
LOC127144048,6,0,4,0,0,0,0,4
LOC103490114,0,0,0,0,0,0,0,0
LOC127144053,0,0,0,0,0,0,0,0
LOC127144054,0,0,0,0,0,0,0,0
LOC103490115,9,4,0,0,1,0,12,24
LOC127144057,0,0,0,0,0,0,0,0
LOC103490117,7814,7791,9010,6848,8903,11864,14304,17585
LOC103490119,3964,2880,3213,3169,3869,4085,4416,5444
LOC103490120,843,936,1118,1195,1143,924,302,966
LOC103490121,1152,1091,1218,1449,1526,1445,516,1554
LOC103490122,40,25,40,39,15,33,4,11
LOC103490123,322,299,330,448,740,761,326,658
LOC103490124,0,2,0,0,5,2,0,0
LOC103490378,0,0,0,0,0,0,0,0
LOC103490379,0,0,0,0,0,0,0,0
LOC127148222,0,0,0,0,0,0,0,0
LOC103490125,650,480,665,474,780,848,834,1547
LOC127148225,0,0,0,0,0,0,0,0
LOC103490126,508,422,446,662,577,353,89,273
LOC127148394,0,0,0,0,0,0,0,0
LOC127148396,0,0,0,0,0,0,0,0
LOC103490128,5396,5120,6254,6437,9687,9761,7714,12775
LOC103490129,9012,11766,13741,11395,12137,13417,6655,7730
LOC103490130,1352,1376,1782,1408,1513,1439,1093,1781
LOC103490131,192,249,263,287,228,217,24,92
LOC103490132,490,537,619,670,631,581,304,557
LOC127148244,0,0,0,0,0,0,0,0
LOC103490380,1289,901,1117,917,404,535,528,851
LOC103490133,450,623,725,544,592,561,415,574
LOC103490134,4346,4913,5895,4580,5102,5636,2925,5466
LOC103490136,1436,1639,1885,1093,1132,1325,1162,1598
LOC103490135,295,335,368,273,454,375,361,480
LOC103503278,1392,1170,1326,1285,1496,1371,847,1584
LOC103490138,299,267,296,274,359,371,206,855
LOC103490139,664,598,769,808,657,539,253,523
LOC103490141,746,876,1168,1104,702,585,390,452
LOC103490142,36333,27931,32673,27117,15478,17783,25362,27261
LOC127150827,0,0,0,0,0,0,0,0
LOC127150830,682,643,813,1146,1272,959,444,1061
LOC103490383,0,0,0,0,0,0,0,0
LOC103490143,2,0,4,3,0,12,8,0
LOC103490144,2235,1875,2234,2254,2131,2037,1206,2034
LOC103490145,594,641,836,817,612,457,49,277
LOC103490146,1883,2654,2846,2472,2333,2472,1545,2111
LOC103490147,67,69,116,97,84,72,38,78
LOC127150866,0,0,10,0,2,3,4,0
LOC103490150,1088,1011,1065,1167,1040,1055,462,1059
LOC127150875,0,1,2,2,3,0,0,2
LOC103490151,358,352,379,392,506,459,264,769
LOC103490152,30,28,17,24,29,18,7,5
LOC103490153,1785,2197,2610,2275,3275,2322,677,1855
LOC103490154,6165,7516,8900,6977,8333,8776,4800,8646
LOC103490155,4362,4023,4960,4522,5704,4859,2599,4340
LOC103490156,925,1121,1326,1381,1478,1381,678,1223
LOC103490157,531,576,732,725,560,465,395,670
LOC103490158,1080,1152,1472,1449,1430,1129,314,688
LOC103490159,1040,1040,1219,1114,984,855,399,638
LOC103490161,184,207,224,181,188,108,73,65
LOC107990925,1152,1175,1333,1034,1350,1336,1171,1832
LOC103490162,1064,959,1170,825,991,1327,812,902
LOC127150913,0,0,0,0,0,0,0,0
LOC103490164,174,166,234,147,244,297,89,390
LOC103490165,53,64,75,61,88,80,88,97
LOC103490166,677,798,982,961,868,674,219,483
LOC103490168,84,101,121,123,155,103,31,101
LOC127148409,0,0,0,0,0,0,0,0
LOC103490169,1214,977,1300,1058,997,865,715,1293
LOC103490170,83,91,100,98,109,156,94,231
LOC127150923,2,0,2,0,4,0,0,0
LOC103490174,1317,1181,1339,1443,1011,776,446,855
LOC103490175,155,156,281,218,321,260,80,210
LOC103490177,172,148,126,112,200,209,112,358
LOC103490176,413,562,580,686,677,939,301,518
LOC103490385,0,6,34,2,4,10,0,2
LOC103490386,4,0,0,1,8,0,0,2
LOC127148413,0,0,6,6,0,4,0,0
LOC103490180,810,595,808,761,1062,627,287,839
LOC103490182,2015,2228,2618,2402,1830,1680,1947,1968
LOC103490184,3723,4058,4621,4045,4762,5691,5240,9955
LOC103490185,3759,3795,4639,3739,4506,5282,3275,7297
LOC127150930,0,0,4,0,0,0,2,0
LOC103490186,826,881,1057,1054,881,659,205,254
LOC127148417,0,0,0,0,0,0,0,0
LOC103490187,6776,5247,6702,4587,3577,4851,8260,7305
LOC103490188,3487,3020,3716,3155,3072,3164,2375,4661
LOC127150932,0,0,6,2,2,0,0,16
LOC103490190,2494,2116,2576,2610,3216,2146,625,1609
LOC103490191,2851,2979,3418,2843,2959,3017,2942,5178
LOC103490192,0,0,0,0,0,0,0,0
LOC103490193,138,128,190,190,158,104,31,76
LOC103490194,1,0,0,1,4,0,0,0
LOC103490195,207,214,222,335,279,139,35,84
LOC103490196,2849,3455,3851,3521,3187,3196,1867,2914
LOC103490198,993,1184,1470,1371,1238,1194,242,877
LOC127144335,158,154,199,121,149,158,137,183
LOC127144334,214,187,232,194,291,244,262,364
LOC103490200,2485,2075,2457,2422,2243,1786,1353,2120
LOC103490390,4,2,12,0,0,24,0,4
LOC103490201,2035,1851,2262,2134,2230,2089,1830,3053
LOC103490202,15014,17651,20899,16539,17492,21305,15038,18171
LOC103490204,290,223,295,305,259,206,59,208
LOC103490205,701,678,760,849,987,787,259,729
LOC103490206,1036,1058,1126,1162,1304,993,536,1092
LOC103490207,1143,1183,1342,1226,1264,1056,363,927
LOC103490208,1025,811,992,770,819,1106,1310,3443
LOC103490209,2316,2523,2896,2396,2803,3156,2524,4402
LOC103490210,69,71,79,49,121,134,141,227
LOC103490211,1468,1324,1475,1488,1677,1372,803,1451
LOC103490212,3825,3006,3297,3328,6951,6246,5785,6335
LOC103490213,3128,2841,3416,3212,2525,1966,914,1343
LOC103490214,221,339,433,301,342,320,36,118
LOC127148421,0,0,0,0,0,0,0,0
LOC103490215,2362,2337,2844,2489,2523,2342,1971,3260
LOC103490216,731,668,948,957,984,735,409,674
LOC103490218,602,715,706,621,608,487,329,439
LOC103490219,338,445,528,595,557,365,262,513
LOC103490220,5170,6266,6945,4920,6309,7600,7127,9020
LOC103490221,1249,1045,1299,1152,1396,1364,1023,1593
LOC103490222,665,1018,934,1131,925,801,426,940
LOC103490392,8,0,2,1,0,4,0,0
LOC103490224,2,16,16,29,15,21,8,4
LOC103490223,0,6,12,0,10,8,2,7
LOC103490228,2,4,4,4,0,0,0,0
LOC103490226,6,4,2,0,2,0,0,0
LOC103490393,36,116,62,22,24,18,0,0
LOC103490225,52,71,75,57,54,38,4,16
LOC127150946,72,104,42,75,66,104,24,30
LOC103490394,16,18,2,0,0,0,0,0
LOC103490395,268,349,517,433,373,361,38,254
LOC107990906,0,1,2,1,0,0,0,0
LOC127150951,0,0,0,0,0,0,0,0
LOC103490230,6,2,0,2,1,0,0,1
LOC103490231,40,41,52,73,43,26,0,42
LOC107990915,102,147,93,167,95,60,13,8
LOC103490232,11,17,22,33,4,4,0,0
LOC103490233,75,66,58,96,129,54,9,20
LOC103490234,159,70,74,68,92,64,16,105
LOC103490235,0,2,0,0,0,0,0,0
LOC103490236,8161,4935,5654,7513,3405,3387,1654,3114
LOC103490240,387,301,289,392,423,346,78,298
LOC103487309,0,0,0,0,0,0,0,0
LOC103490239,412,306,407,1529,1648,1035,240,918
LOC107990293,639,284,322,1123,1575,1200,516,2147
LOC103490238,0,0,4,0,0,0,0,0
LOC103490237,2,0,4,0,0,0,0,4
LOC103490241,20,8,19,18,100,86,4,61
LOC103490397,0,0,0,0,0,0,0,0
LOC103490398,25,14,14,2,0,2,0,0
LOC103490243,691,1293,1291,1952,934,984,302,242
LOC127148444,0,0,0,0,0,0,0,0
LOC103490244,618,475,623,397,1238,1547,1682,2033
LOC103490245,475,473,554,390,366,360,572,469
LOC103490246,179,138,180,203,121,97,105,128
LOC103490248,15806,14777,16802,12610,2664,3090,8715,4830
LOC103490247,106,109,93,110,61,161,33,137
LOC103490249,1956,1928,2151,1861,1935,2265,3044,3288
LOC103490250,203,143,144,147,48,70,36,30
LOC103490251,242,193,192,225,125,131,86,164
LOC103490252,2499,2400,2783,2032,1446,2044,1030,3293
LOC127150992,0,0,0,0,0,0,0,0
LOC103490399,0,0,0,0,0,0,0,0
LOC103503261,18,0,0,0,2,0,0,0
LOC103490253,887,746,892,1135,867,743,286,502
LOC103490254,710,727,882,654,747,492,354,579
LOC103490255,1222,1047,1353,1519,1597,1283,665,832
LOC103503168,4769,4748,5546,4960,5500,6231,5517,7775
